campaign_id,campaign_name,start_date,budget,spent_amount,impressions,clicks,conversions,campaign_status,campaign_type,end_date,target_audience
457,Brand Awareness Display 2024 #457,2025-11-20,97563.87,67884.36,6026470.0,41727.0,1840.0,Paused,Kevin Brown,,
458,Valentine Direct Mail 2023,2025-12-12,45644.61,6821.49,NaN,NaN,NaN,Active,James Miller,,
459,Fall Social Push 2024 #459,2025-05-07,60279.5,53714.75,7912860.0,114388.0,4587.0,Completed,Amanda Lee,,
460,Valentine Banner Ads 2024,2025-08-09,20202.75,17715.05,3303552.0,5891.0,151.0,Completed,Laura Garcia,,
461,Remarketing Search 2025 #461,2025-11-11,66907.44,52595.81,4903394.0,281604.0,12211.0,Active,Brian Wilson,,
462,Weekly Deals Newsletter 2023 #462,2025-11-01,7034.0,6865.28,441253.0,13285.0,240.0,Paused,Chris Anderson,,
463,Social Contest Campaign 2025 #463,2025-11-15,15684.83,7566.22,627788.0,7934.0,155.0,Active,Stephanie Davis,,
464,VIP Early Access SMS 2024,2025-07-29,4923.35,4065.78,233199.0,33834.0,3982.0,Completed,Nicole Taylor,,
465,Easter Social Campaign 2024,2025-11-04,5492.22,3204.92,371681.0,6754.0,231.0,Active,Laura Garcia,,
466,Black Friday Banner Ads 2025,2025-12-12,57069.18,7251.79,484514.0,1580.0,40.0,Paused,Sarah Johnson,,
467,Cross-Network Display 2024 #467,2025-12-18,27327.64,1738.39,150218.0,199.0,3.0,Active,Andrew Thompson,,
468,High Intent Keywords 2024 #468,2025-01-04,71405.37,67721.73,5476174.0,380174.0,16209.0,Completed,Nicole Taylor,,
469,Back to School SMS Deals 2024,2025-04-16,6437.49,678.11,56922.0,6158.0,576.0,Cancelled,Michael Chen,,
470,Holiday Search Push 2024,2024-12-25,73252.04,73670.66,6328498.0,161803.0,8101.0,Completed,Stephanie Davis,,
471,Easter Email Blast 2025 #471,2025-11-09,1998.32,938.07,128537.0,5150.0,97.0,Paused,Rachel Green,,
472,Social Proof Campaign 2025 #472,2025-12-12,75785.59,9530.51,1206304.0,8993.0,258.0,Cancelled,James Miller,,
473,Dynamic Search Ads 2024 #473,2025-07-15,5039.04,4032.67,303501.0,11789.0,1043.0,Completed,Chris Anderson,,
474,Easter Search Push 2023 #474,2025-06-20,11162.14,9466.88,595862.0,48547.0,2410.0,Completed,Kevin Brown,,
475,Back to School Email Blast 2024,2025-10-03,4482.15,4390.37,398893.0,18878.0,254.0,Completed,David Kim,,
476,Flash Sale Alert 2023 #476,2024-11-06,6870.9,6790.43,355492.0,8003.0,153.0,Completed,Brian Wilson,,
477,Q1 Newsletter Campaign 2025,2025-07-16,4349.99,4145.38,244413.0,6395.0,490.0,Completed,Nicole Taylor,,
478,Summer Video Campaign 2023,2025-06-19,32203.78,30944.97,1677128.0,17617.0,541.0,Completed,Michael Chen,,
479,Product Showcase Social 2024 #479,2025-11-11,22519.13,9532.48,517076.0,2763.0,105.0,Active,Sarah Johnson,,
480,Retargeting Display 2023 #480,2025-05-15,30122.9,30850.03,2018629.0,10086.0,498.0,Completed,Chris Anderson,,
481,Native Advertising 2025 #481,2025-08-31,16360.4,16844.82,2216522.0,6528.0,200.0,Completed,Emily Rodriguez,,
482,Product Launch Announcement 2024 #482,2025-08-09,1179.35,1071.82,92618.0,1087.0,45.0,Completed,David Kim,,
483,Product Category Search 2025 #483,2025-12-04,65463.83,10935.66,584717.0,26168.0,709.0,Active,Chris Anderson,,
484,Memorial Day Video Push 2025,2025-12-07,80723.68,11725.04,905400.0,11388.0,254.0,Active,Laura Garcia,,
485,Fall Display Ads 2024,2025-06-03,45448.28,44524.21,4793090.0,19221.0,601.0,Completed,James Miller,,
486,Winter Social Push 2023,2026-02-27,58731.56,0.0,0.0,0.0,0.0,Planned,Brian Wilson,,
487,Holiday Banner Ads 2025,2025-11-13,48289.53,22867.99,2892354.0,21476.0,711.0,Paused,Michael Chen,,
488,Q2 Display Ads 2025,2025-11-03,36228.72,29453.39,3042609.0,10479.0,277.0,Active,Andrew Thompson,,
489,Q1 Newsletter Campaign 2024,2025-12-13,5094.78,467.13,47773.0,2649.0,145.0,Active,Rachel Green,,
490,Native Advertising 2024 #490,2026-01-12,94700.7,0.0,0.0,0.0,0.0,Planned,Stephanie Davis,,
491,Brand Awareness Drive 2025 #491,2026-01-08,66135.39,0.0,0.0,0.0,0.0,Planned,Sarah Johnson,,
492,Q2 Newsletter Campaign 2025,2024-11-01,3164.34,2768.29,307359.0,5030.0,223.0,Completed,Jessica Martinez,,
493,Community Engagement 2025 #493,2025-02-01,86822.57,75328.46,4204117.0,45238.0,1330.0,Completed,Andrew Thompson,,
494,Q4 Search Campaign 2023 #494,2025-01-11,22250.09,22635.19,1215998.0,77549.0,5404.0,Completed,Rachel Green,,
495,Trending Topic Campaign 2025 #495,2025-08-08,69736.51,67566.08,3788819.0,101607.0,2448.0,Completed,Amanda Lee,,
496,Social Video Ads 2024 #496,2025-11-23,49242.75,30857.71,5173040.0,43542.0,1063.0,Active,Brian Wilson,,
497,New Arrivals Newsletter 2025 #497,2025-11-25,2279.3,664.98,38327.0,1275.0,26.0,Active,Laura Garcia,,
498,Audience Display Campaign 2025 #498,2025-11-09,95245.67,37498.28,3981481.0,37685.0,1511.0,Active,Andrew Thompson,,
499,Valentine Email Blast 2024,2025-04-09,3514.84,3503.94,191191.0,6698.0,122.0,Completed,James Miller,,
500,Community Engagement 2025 #500,2025-03-06,97774.81,102320.63,8178625.0,54046.0,1968.0,Completed,Emily Rodriguez,,
501,Contextual Targeting 2024 #501,2025-11-26,90891.94,30154.44,1524449.0,9765.0,61.0,Active,David Kim,,
502,Social Proof Campaign 2025 #502,2025-11-30,27561.65,18596.08,1099990.0,13318.0,550.0,Active,Chris Anderson,,
503,Memorial Day Social Campaign 2024 #503,2025-01-16,6067.38,5213.89,422267.0,11728.0,523.0,Completed,Michael Chen,,
504,Community Engagement 2024 #504,2026-03-23,20674.92,0.0,0.0,0.0,0.0,Planned,Stephanie Davis,,
505,Competitor Conquest 2025 #505,2026-03-14,4774.78,0.0,0.0,0.0,0.0,Planned,Nicole Taylor,,
506,Holiday Search Push 2023,2026-02-19,30840.01,0.0,0.0,0.0,0.0,Planned,James Miller,,
507,Easter Banner Ads 2025,2025-12-02,34745.35,18853.34,2855941.0,4592.0,108.0,Paused,Andrew Thompson,,
508,Flash Sale Alert 2025 #508,2025-12-18,6784.65,445.56,34220.0,1805.0,133.0,Active,David Kim,,
509,Valentine Email Blast 2025 #509,2025-11-03,7823.78,4555.12,434972.0,10163.0,360.0,Active,Kevin Brown,,
510,Q4 SMS Blast 2024,2025-10-02,3129.2,2518.32,364920.0,29656.0,3399.0,Completed,Amanda Lee,,
511,Cyber Monday Video Push 2024,2025-07-27,71178.32,61386.53,5209985.0,29156.0,160.0,Completed,Laura Garcia,,
512,Programmatic Display 2025 #512,2024-10-18,70056.93,72353.16,4463011.0,26748.0,1009.0,Completed,Jessica Martinez,,
513,Trending Topic Campaign 2024 #513,2025-02-19,80236.7,78391.65,6829146.0,177853.0,6831.0,Completed,Jessica Martinez,,
514,Product Launch Announcement 2025 #514,2025-04-23,9601.96,9110.32,1408932.0,52911.0,1338.0,Completed,Sarah Johnson,,
515,Product Launch Announcement 2024 #515,2024-12-08,1746.38,1800.12,157315.0,5643.0,69.0,Completed,Kevin Brown,,
516,Dynamic Search Ads 2024 #516,2025-10-29,7926.09,6445.17,645098.0,16472.0,444.0,Paused,Nicole Taylor,,
517,Trending Topic Campaign 2024 #517,2025-02-20,32384.63,33251.76,2011563.0,45625.0,285.0,Completed,David Kim,,
518,Influencer Partnership 2025 #518,2024-12-20,99231.68,10354.88,696754.0,8062.0,320.0,Cancelled,Andrew Thompson,,
519,Fall Social Push 2023 #519,2025-10-29,14013.05,12370.8,993028.0,11689.0,457.0,Active,Rachel Green,,
520,Spring Video Campaign 2023,2025-12-16,82299.2,10360.61,600983.0,11370.0,440.0,Active,David Kim,,
521,Easter Video Push 2025,2025-10-06,64766.32,57211.87,3999114.0,22400.0,216.0,Completed,James Miller,,
522,User Generated Content 2023 #522,2025-11-07,26629.3,14040.96,810603.0,10374.0,332.0,Active,Sarah Johnson,,
523,Premium Customer Package 2024,2025-11-24,10826.92,6180.7,NaN,NaN,NaN,Active,James Miller,,
524,Back to School Search Push 2025,2025-07-23,41905.81,43260.83,2376560.0,115894.0,11411.0,Completed,Emily Rodriguez,,
525,Labor Day Banner Ads 2024,2025-12-10,83222.42,11295.57,571651.0,4877.0,118.0,Paused,Amanda Lee,,
526,Programmatic Display 2025 #526,2025-07-20,83423.62,79576.92,6982363.0,18577.0,719.0,Completed,David Kim,,
527,Winter Search Campaign 2023 #527,2025-12-12,62892.06,8543.75,1142377.0,60900.0,1722.0,Active,Emily Rodriguez,,
528,Labor Day Video Push 2025 #528,2025-10-16,63350.84,61893.78,3137669.0,19623.0,734.0,Completed,Nicole Taylor,,
529,Programmatic Display 2025 #529,2025-01-12,72379.17,58007.11,3043493.0,26765.0,590.0,Completed,Michael Chen,,
530,Shopping Ads Campaign 2024 #530,2025-11-26,86299.72,38734.82,2495399.0,220897.0,6774.0,Active,Stephanie Davis,,
531,Social Proof Campaign 2025 #531,2025-11-05,81726.44,30639.61,1816946.0,40466.0,1068.0,Active,Michael Chen,,
532,Q3 Search Campaign 2024 #532,2025-04-18,61228.02,63831.57,3932452.0,129899.0,9526.0,Completed,Nicole Taylor,,
533,Trending Topic Campaign 2025 #533,2025-10-22,95187.1,94834.23,6036847.0,172197.0,3316.0,Completed,Amanda Lee,,
534,Customer Win-Back Email 2024 #534,2025-06-25,3137.44,2803.94,303810.0,8800.0,530.0,Completed,Andrew Thompson,,
535,Retargeting Display 2024 #535,2025-09-05,96693.78,94562.11,7118281.0,65035.0,894.0,Completed,Nicole Taylor,,
536,High Intent Keywords 2023 #536,2025-01-15,19709.1,19015.35,1010692.0,74881.0,2157.0,Completed,Emily Rodriguez,,
537,Q1 Search Campaign 2025,2025-07-17,14785.8,12157.8,919245.0,42680.0,3063.0,Completed,Andrew Thompson,,
538,Brand Awareness Drive 2025 #538,2025-01-03,94319.73,84666.71,10728184.0,170960.0,3411.0,Completed,Jessica Martinez,,
539,Flash Sale Alert 2024 #539,2025-09-24,5809.29,5167.49,509307.0,24398.0,771.0,Completed,Jessica Martinez,,
540,Memorial Day Search Push 2024,2025-11-25,30246.36,8375.02,486313.0,28992.0,1118.0,Active,Nicole Taylor,,
541,Trending Topic Campaign 2025 #541,2025-11-28,4011.78,833.55,95361.0,1011.0,8.0,Active,Stephanie Davis,,
542,Q1 Search Campaign 2023,2025-12-10,14547.0,4250.39,547164.0,21896.0,1327.0,Active,Chris Anderson,,
543,Loyalty Rewards Email 2025 #543,2025-10-27,6718.28,3360.68,168445.0,12976.0,349.0,Active,Brian Wilson,,
544,Social Contest Campaign 2023 #544,2025-01-21,11382.84,9279.94,610754.0,9110.0,273.0,Completed,Sarah Johnson,,
545,Fall Social Push 2024 #545,2025-12-02,18976.9,3819.62,275378.0,7791.0,229.0,Active,Brian Wilson,,
546,Customer Win-Back Email 2024 #546,2024-12-20,3185.78,3112.63,196291.0,8068.0,312.0,Completed,James Miller,,
547,Memorial Day Email Blast 2024,2024-12-12,4528.41,4192.19,322545.0,12629.0,923.0,Completed,Brian Wilson,,
548,Product Showcase Social 2023 #548,2025-09-10,84738.54,85687.66,12341215.0,304154.0,4945.0,Completed,Nicole Taylor,,
549,Q3 Display Ads 2023,2025-12-08,12668.64,5035.42,327732.0,1921.0,50.0,Paused,Sarah Johnson,,
550,Social Proof Campaign 2023 #550,2026-02-21,28661.29,0.0,0.0,0.0,0.0,Planned,Emily Rodriguez,,
551,Influencer Partnership 2023 #551,2026-03-15,70225.28,0.0,0.0,0.0,0.0,Planned,James Miller,,
552,Labor Day Banner Ads 2025,2025-09-20,32557.25,30472.89,5633387.0,43641.0,572.0,Completed,Nicole Taylor,,
553,Brand Story Video 2025 #553,2025-12-10,90658.71,11444.47,865647.0,4367.0,98.0,Active,Sarah Johnson,,
554,Influencer Partnership 2024 #554,2024-12-02,47920.17,6983.46,434480.0,8441.0,341.0,Cancelled,Amanda Lee,,
555,Trending Topic Campaign 2025 #555,2025-12-06,59439.0,19182.43,1488066.0,11827.0,220.0,Active,Andrew Thompson,,
556,Competitor Conquest 2024 #556,2025-02-21,47489.73,8737.8,474300.0,32329.0,2609.0,Cancelled,Brian Wilson,,
557,Remarketing Search 2023 #557,2025-08-05,41683.12,38623.64,3918823.0,250948.0,7912.0,Completed,Emily Rodriguez,,
558,Programmatic Display 2023 #558,2025-04-21,73481.74,73968.75,4379832.0,37603.0,321.0,Completed,Kevin Brown,,
559,Valentine Social Campaign 2024 #559,2025-10-29,88775.67,51632.77,4748726.0,105020.0,1162.0,Paused,Stephanie Davis,,
560,Local Search Campaign 2025 #560,2025-04-13,2597.63,2254.88,285402.0,11635.0,776.0,Completed,Brian Wilson,,
561,Social Proof Campaign 2025 #561,2025-10-24,94888.17,89095.47,10016973.0,299366.0,3057.0,Completed,Emily Rodriguez,,
562,Spring Newsletter Campaign 2025,2026-03-04,5776.6,0.0,0.0,0.0,0.0,Planned,David Kim,,
563,Product Display Ads 2024 #563,2025-03-06,85678.69,89187.35,7805219.0,76178.0,421.0,Completed,Brian Wilson,,
564,Brand Awareness Drive 2025 #564,2025-12-17,73863.26,5260.55,325875.0,2417.0,73.0,Active,Rachel Green,,
565,Community Engagement 2023 #565,2025-11-15,38123.63,18364.91,1145499.0,17282.0,416.0,Paused,Kevin Brown,,
566,Abandoned Cart Recovery 2025 #566,2026-01-07,1339.95,0.0,0.0,0.0,0.0,Planned,Andrew Thompson,,
567,Birthday SMS Special 2023,2025-11-17,4191.74,1444.32,184183.0,26006.0,603.0,Paused,Jessica Martinez,,
568,Programmatic Display 2024 #568,2025-11-23,51504.63,14655.95,2598781.0,18618.0,686.0,Active,Laura Garcia,,
569,Trending Topic Campaign 2024 #569,2025-11-29,4581.35,2333.67,128919.0,3168.0,102.0,Active,James Miller,,
570,New Arrivals Newsletter 2023 #570,2025-11-22,1957.28,648.42,67868.0,3181.0,214.0,Active,Kevin Brown,,
571,Social Contest Campaign 2025 #571,2025-12-06,82362.16,18360.61,2599248.0,50915.0,1609.0,Paused,Michael Chen,,
572,Trending Topic Campaign 2023 #572,2025-11-16,96104.15,81872.35,5153947.0,37156.0,1750.0,Active,Laura Garcia,,
573,Spring Social Push 2023 #573,2026-01-05,79099.94,0.0,0.0,0.0,0.0,Planned,Nicole Taylor,,
574,User Generated Content 2025 #574,2025-02-01,6301.57,6305.7,418754.0,3993.0,176.0,Completed,Laura Garcia,,
575,Short Form Video 2023 #575,2025-04-30,64531.47,63943.91,6168163.0,152288.0,7464.0,Completed,Sarah Johnson,,
576,New Arrivals Newsletter 2023 #576,2025-11-13,2297.99,865.06,104974.0,1126.0,60.0,Paused,Andrew Thompson,,
577,Brand Awareness Drive 2025 #577,2025-09-12,70980.3,59258.09,6880712.0,35041.0,1311.0,Completed,Rachel Green,,
578,Native Advertising 2023 #578,2025-12-02,66613.03,39991.35,2751340.0,20822.0,165.0,Active,Amanda Lee,,
579,Social Proof Campaign 2023 #579,2026-02-10,87695.89,0.0,0.0,0.0,0.0,Planned,Emily Rodriguez,,
580,Social Contest Campaign 2024 #580,2024-12-13,16249.6,15348.07,1061906.0,7899.0,139.0,Completed,Sarah Johnson,,
581,Year End Video Push 2025,2025-09-02,63399.54,58839.62,3070325.0,63283.0,3046.0,Completed,Brian Wilson,,
582,Social Proof Campaign 2024 #582,2025-12-04,13329.96,2637.35,164291.0,4462.0,80.0,Active,Sarah Johnson,,
583,Social Proof Campaign 2023 #583,2025-12-03,61486.16,19498.1,1374684.0,33425.0,390.0,Active,Emily Rodriguez,,
584,Q4 Video Campaign 2025 #584,2026-01-06,65198.73,0.0,0.0,0.0,0.0,Planned,Nicole Taylor,,
585,Product Launch Announcement 2024 #585,2025-08-19,6909.32,5667.97,765113.0,15967.0,565.0,Completed,James Miller,,
586,Short Form Video 2024 #586,2025-05-08,77393.89,69028.23,5155675.0,94379.0,3929.0,Completed,Kevin Brown,,
587,Shopping Ads Campaign 2025 #587,2025-11-08,53594.94,34516.35,5140297.0,281574.0,10863.0,Active,Emily Rodriguez,,
588,Cross-Network Display 2024 #588,2025-11-27,35146.9,11996.54,800286.0,1636.0,79.0,Paused,Kevin Brown,,
589,Community Engagement 2024 #589,2025-10-12,11879.25,79.04,4585.0,62.0,2.0,Cancelled,James Miller,,
590,Summer Newsletter Campaign 2023,2025-03-24,9354.35,7512.62,430398.0,18434.0,939.0,Completed,Emily Rodriguez,,
591,Native Advertising 2025 #591,2025-11-09,28672.95,12091.7,1374960.0,1464.0,58.0,Active,Emily Rodriguez,,
592,Local Search Campaign 2025 #592,2025-12-04,81327.4,33456.57,1901022.0,106957.0,6537.0,Active,Michael Chen,,
593,Retargeting Display 2024 #593,2025-11-02,21823.53,11542.89,1092833.0,1604.0,72.0,Active,Nicole Taylor,,
594,Summer Social Push 2023,2025-06-23,42177.49,37463.87,5170410.0,146303.0,2569.0,Completed,Sarah Johnson,,
595,Audience Display Campaign 2025 #595,2025-01-19,96918.39,88569.24,4874501.0,6258.0,268.0,Completed,Andrew Thompson,,
596,Black Friday SMS Deals 2023,2025-03-29,5088.18,4329.99,258544.0,28922.0,2732.0,Completed,Brian Wilson,,
597,Social Proof Campaign 2023 #597,2025-08-23,63444.99,58677.54,4582030.0,81086.0,1345.0,Completed,Brian Wilson,,
598,Brand Keywords Campaign 2024 #598,2025-10-17,63910.2,56949.42,3247732.0,222262.0,10603.0,Completed,Sarah Johnson,,
599,Back to School Email Blast 2025 #599,2026-01-22,1176.38,0.0,0.0,0.0,0.0,Planned,Nicole Taylor,,
600,Influencer Partnership 2024 #600,2025-07-19,44329.81,36594.38,2021257.0,40028.0,307.0,Completed,Andrew Thompson,,
601,Birthday Special Campaign 2023 #601,2025-05-19,8659.34,7240.75,560244.0,27444.0,788.0,Completed,James Miller,,
602,User Generated Content 2025 #602,2025-05-31,90246.93,74243.07,5843683.0,129252.0,4254.0,Completed,Laura Garcia,,
603,Social Contest Campaign 2025 #603,2024-12-17,82700.31,84273.62,4850419.0,130509.0,3105.0,Completed,Chris Anderson,,
604,High Intent Keywords 2023 #604,2025-05-09,23226.39,22311.87,2769886.0,123460.0,3452.0,Completed,Michael Chen,,
605,Birthday Special Campaign 2025 #605,2025-11-20,3824.69,2841.19,277359.0,18987.0,326.0,Active,Jessica Martinez,,
606,Valentine Banner Ads 2023,2025-01-04,55935.02,52452.44,2893767.0,20898.0,786.0,Completed,Michael Chen,,
607,Winter Newsletter Campaign 2023 #607,2025-03-23,8325.52,118.66,7845.0,98.0,7.0,Cancelled,Michael Chen,,
608,Product Showcase Social 2025 #608,2025-11-16,4990.0,5076.82,281310.0,4016.0,82.0,Active,Stephanie Davis,,
609,Influencer Partnership 2023 #609,2026-01-20,81694.9,0.0,0.0,0.0,0.0,Planned,Sarah Johnson,,
610,Summer Search Campaign 2024,2025-10-31,94735.58,49474.82,2545873.0,131742.0,8902.0,Paused,Chris Anderson,,
611,Flash Sale Alert 2023 #611,2025-05-09,6306.88,5562.79,485156.0,37161.0,1165.0,Completed,Kevin Brown,,
612,User Generated Content 2024 #612,2026-02-08,37606.37,0.0,0.0,0.0,0.0,Planned,Stephanie Davis,,
613,Labor Day Email Blast 2023,2026-02-18,7703.43,0.0,0.0,0.0,0.0,Planned,Chris Anderson,,
614,Trending Topic Campaign 2025 #614,2025-11-08,50773.4,18849.08,1703689.0,49764.0,355.0,Active,Emily Rodriguez,,
615,Remarketing Search 2023 #615,2026-03-01,98551.93,0.0,0.0,0.0,0.0,Planned,Kevin Brown,,
616,Programmatic Display 2025 #616,2025-11-07,80323.73,36394.36,2120163.0,15011.0,448.0,Active,James Miller,,
617,Easter Social Campaign 2025,2025-09-01,89071.63,91486.04,7479098.0,187907.0,2521.0,Completed,Sarah Johnson,,
618,Product Demo Videos 2025 #618,2026-03-23,59545.23,0.0,0.0,0.0,0.0,Planned,Stephanie Davis,,
619,Programmatic Display 2023 #619,2025-04-17,21186.18,19705.45,1615029.0,9516.0,156.0,Completed,James Miller,,
620,Shopping Ads Campaign 2023 #620,2025-04-21,84668.32,67740.47,3834967.0,185603.0,7973.0,Completed,Michael Chen,,
621,Valentine Email Blast 2024 #621,2025-11-27,3708.98,1225.43,62234.0,3920.0,179.0,Paused,Emily Rodriguez,,
622,Year End Direct Mail 2024,2026-03-01,8251.15,0.0,NaN,NaN,NaN,Planned,Andrew Thompson,,
623,Product Category Search 2025 #623,2025-05-09,97660.18,82852.19,9724674.0,767482.0,26403.0,Completed,Chris Anderson,,
624,Competitor Conquest 2025 #624,2025-11-19,38891.28,20329.66,1894296.0,61589.0,1360.0,Paused,Kevin Brown,,
625,Birthday Special Campaign 2024 #625,2025-03-05,3214.97,3354.13,347421.0,22994.0,417.0,Completed,Rachel Green,,
626,Winter Social Push 2024,2025-04-02,23876.58,4597.93,418926.0,11684.0,272.0,Cancelled,Emily Rodriguez,,
627,Weekly Deals Newsletter 2023 #627,2025-11-01,8192.55,6171.34,687350.0,48881.0,3011.0,Active,Chris Anderson,,
628,Native Advertising 2025 #628,2025-12-13,79381.27,8788.3,490890.0,3494.0,104.0,Active,Kevin Brown,,
629,Retargeting Display 2025 #629,2025-12-11,82559.16,32495.31,2910446.0,24950.0,627.0,Active,Rachel Green,,
630,Loyalty SMS Campaign 2023,2026-03-16,1150.89,0.0,0.0,0.0,0.0,Planned,Jessica Martinez,,
631,Fall Display Ads 2023,2025-11-14,3299.4,1168.69,153747.0,1049.0,34.0,Active,James Miller,,
632,Fall Social Push 2025 #632,2025-09-22,86123.82,77922.15,8003703.0,131209.0,1382.0,Completed,James Miller,,
633,Weekly Deals Newsletter 2024 #633,2025-11-20,1157.82,484.83,47165.0,2109.0,26.0,Active,David Kim,,
634,Q2 Search Campaign 2024 #634,2025-03-18,31260.22,4285.93,221164.0,15918.0,408.0,Cancelled,Amanda Lee,,
635,Brand Keywords Campaign 2023 #635,2025-03-12,13770.36,42.07,4880.0,461.0,39.0,Cancelled,Jessica Martinez,,
636,Cyber Monday Banner Ads 2025,2025-02-05,89726.16,77536.54,5192728.0,5629.0,171.0,Completed,Rachel Green,,
637,Fall Social Push 2024 #637,2025-11-28,53481.08,14859.09,777483.0,21027.0,118.0,Paused,Chris Anderson,,
638,Programmatic Display 2025 #638,2025-11-03,67915.86,56893.41,5412601.0,43740.0,1928.0,Paused,Nicole Taylor,,
639,High Intent Keywords 2023 #639,2025-03-25,55533.35,9627.55,626748.0,37436.0,2571.0,Cancelled,Stephanie Davis,,
640,Loyalty Rewards Email 2023 #640,2025-12-07,7581.4,1236.1,83596.0,3973.0,278.0,Paused,Brian Wilson,,
641,Customer Win-Back Email 2025 #641,2025-10-07,7349.13,6994.89,424614.0,25614.0,1023.0,Completed,Brian Wilson,,
642,Contextual Targeting 2024 #642,2025-11-06,94987.08,39238.35,2816433.0,4677.0,26.0,Paused,Brian Wilson,,
643,Product Category Search 2025 #643,2025-05-18,10675.73,2008.96,139469.0,12172.0,792.0,Cancelled,Kevin Brown,,
644,Dynamic Search Ads 2023 #644,2024-12-02,13311.12,12114.35,1673102.0,120286.0,7728.0,Completed,Laura Garcia,,
645,Loyalty Rewards Email 2023 #645,2026-03-06,1810.76,0.0,0.0,0.0,0.0,Planned,Brian Wilson,,
646,Native Advertising 2024 #646,2025-10-28,46265.58,27486.86,1796756.0,13699.0,347.0,Paused,Laura Garcia,,
647,Product Showcase Social 2024 #647,2025-09-13,71458.0,69675.83,4141457.0,43523.0,1052.0,Completed,Kevin Brown,,
648,Remarketing Search 2024 #648,2025-11-11,84231.48,44951.49,4319979.0,252930.0,12873.0,Active,David Kim,,
649,Retargeting Display 2023 #649,2026-02-10,71181.57,0.0,0.0,0.0,0.0,Planned,Amanda Lee,,
650,Customer Win-Back Email 2024 #650,2025-02-02,5323.58,650.96,35882.0,2839.0,226.0,Cancelled,Sarah Johnson,,
651,Memorial Day Banner Ads 2024,2025-09-14,20057.99,17949.36,2396361.0,13546.0,462.0,Completed,Sarah Johnson,,
652,Native Advertising 2025 #652,2025-12-15,99261.68,12675.03,1371942.0,4153.0,156.0,Active,Laura Garcia,,
653,Q1 SMS Blast 2025,2026-03-10,6615.48,0.0,0.0,0.0,0.0,Planned,Sarah Johnson,,
654,Product Display Ads 2023 #654,2025-01-28,23964.22,3095.75,508154.0,3801.0,179.0,Cancelled,Chris Anderson,,
655,Memorial Day Video Push 2024,2025-04-07,65112.22,55211.48,8341430.0,127529.0,3411.0,Completed,Amanda Lee,,
656,Loyalty Rewards Email 2025 #656,2026-03-02,5504.04,0.0,0.0,0.0,0.0,Planned,James Miller,,
657,Q2 Video Campaign 2025,2025-06-11,13628.47,499.72,37927.0,716.0,19.0,Cancelled,Laura Garcia,,
658,Native Advertising 2025 #658,2025-06-14,13763.7,12349.51,1331508.0,10449.0,182.0,Completed,Stephanie Davis,,
659,Loyalty Rewards Email 2023 #659,2025-11-08,6113.93,2417.45,183987.0,2389.0,43.0,Active,Rachel Green,,
660,Prime Day Social Campaign 2025 #660,2025-11-06,38819.74,21535.22,1101428.0,13268.0,570.0,Active,Brian Wilson,,
661,Brand Keywords Campaign 2025 #661,2025-02-18,87562.31,90241.57,5571880.0,188479.0,9296.0,Completed,David Kim,,
662,Social Proof Campaign 2024 #662,2025-11-24,43724.04,17990.99,2393346.0,30050.0,1071.0,Active,Laura Garcia,,
663,Q3 Search Campaign 2023 #663,2026-03-24,32013.83,0.0,0.0,0.0,0.0,Planned,Rachel Green,,
664,Competitor Conquest 2024 #664,2024-12-12,51097.47,51783.7,4529506.0,347370.0,19301.0,Completed,Michael Chen,,
665,High Intent Keywords 2023 #665,2026-01-18,25939.41,0.0,0.0,0.0,0.0,Planned,Emily Rodriguez,,
666,Competitor Conquest 2025 #666,2024-11-23,93534.3,91395.27,4786547.0,471672.0,42940.0,Completed,Andrew Thompson,,
667,Flash Sale Alert 2025 #667,2025-05-10,9752.1,1277.35,243937.0,13786.0,428.0,Cancelled,Brian Wilson,,
668,Community Engagement 2025 #668,2025-08-12,4256.51,3896.62,346663.0,7162.0,113.0,Completed,Chris Anderson,,
669,Brand Keywords Campaign 2023 #669,2025-11-08,82289.64,58439.8,3411118.0,187455.0,10224.0,Active,Laura Garcia,,
670,Memorial Day Email Blast 2025,2024-11-29,3326.46,2670.68,133588.0,10615.0,653.0,Completed,Laura Garcia,,
671,Programmatic Display 2024 #671,2025-11-17,32356.83,12952.42,1761366.0,5107.0,47.0,Active,Stephanie Davis,,
672,Winter Display Ads 2024 #672,2025-10-20,11807.81,11663.24,1153113.0,7136.0,189.0,Completed,James Miller,,
673,Cyber Monday Social Campaign 2025 #673,2025-07-20,14281.43,13585.79,1550826.0,37411.0,473.0,Completed,Nicole Taylor,,
674,Influencer Partnership 2023 #674,2025-06-07,45776.52,43916.71,2410788.0,19015.0,470.0,Completed,Kevin Brown,,
675,Streaming TV Ads 2025 #675,2025-06-30,20579.27,18707.97,2075458.0,35289.0,1048.0,Completed,Stephanie Davis,,
676,Black Friday Video Push 2024,2025-11-29,28622.91,5474.06,312390.0,7744.0,248.0,Paused,Jessica Martinez,,
677,Flash Sale Alert 2023 #677,2025-12-03,6534.21,1189.94,201646.0,10551.0,684.0,Paused,Kevin Brown,,
678,Memorial Day Search Push 2024 #678,2026-02-17,22921.37,0.0,0.0,0.0,0.0,Planned,Kevin Brown,,
679,Remarketing Search 2024 #679,2025-11-24,74409.43,46933.86,5096106.0,206499.0,11910.0,Active,Emily Rodriguez,,
