campaign_ref,campaign_title,channel_type,launch_date,completion_date,allocated_budget,current_spend,total_impressions,total_clicks,conversion_count,conversion_rate,ctr_rate,avg_cpc,roi_percentage,campaign_status,target_segment,campaign_manager,ad_platform,test_variant,created_timestamp
521,Easter Video Push 2025,Video,2025-10-06,2025-11-13,64766.32,57211.87,3999114.0,22400.0,216.0,0.96,0.56,2.55,-64.14,Completed,Weekend Browsers,James Miller,Meta Ads,,2025-09-17T00:00:00Z
522,User Generated Content 2023 #522,Social Media,2025-11-07,2026-01-21,26629.3,14040.96,810603.0,10374.0,332.0,3.2,1.28,1.35,171.23,Active,Holiday Shoppers,Sarah Johnson,TikTok,,2025-10-24T00:00:00Z
523,Premium Customer Package 2024,Direct Mail,2025-11-24,2026-01-22,10826.92,6180.7,,,,,,,,Active,"Lapsed Customers, Gen Z 18-24, Parents",James Miller,,,2025-11-09T00:00:00Z
524,Back to School Search Push 2025,Search,2025-07-23,2025-08-09,41905.81,43260.83,2376560.0,115894.0,11411.0,9.85,4.88,0.37,1000.0,Completed,"VIP Customers, Holiday Shoppers",Emily Rodriguez,Google Ads,,2025-06-27T00:00:00Z
525,Labor Day Banner Ads 2024,Display,2025-12-10,2026-04-07,83222.42,11295.57,571651.0,4877.0,118.0,2.42,0.85,2.32,,Paused,"Homeowners, High LTV Customers, Social Followers",Amanda Lee,Google Ads,,2025-11-17T00:00:00Z
526,Programmatic Display 2025 #526,Display,2025-07-20,2025-09-09,83423.62,79576.92,6982363.0,18577.0,719.0,3.87,0.27,4.28,11.69,Completed,Loyalty Members,David Kim,Google Ads,,2025-06-24T00:00:00Z
527,Winter Search Campaign 2023 #527,Search,2025-12-12,2026-03-08,62892.06,8543.75,1142377.0,60900.0,1722.0,2.83,5.33,0.14,952.5,Active,"New Customers, Email Engaged",Emily Rodriguez,Google Ads,,2025-12-09T00:00:00Z
528,Labor Day Video Push 2025 #528,Video,2025-10-16,2025-12-09,63350.84,61893.78,3137669.0,19623.0,734.0,3.74,0.63,3.15,225.99,Completed,"Loyalty Members, VIP Customers, Premium Shoppers",Nicole Taylor,TikTok,,2025-10-07T00:00:00Z
529,Programmatic Display 2025 #529,Display,2025-01-12,2025-03-28,72379.17,58007.11,3043493.0,26765.0,590.0,2.2,0.88,2.17,80.99,Completed,"Premium Shoppers, Newsletter Subscribers",Michael Chen,Meta Ads,,2025-01-07T00:00:00Z
530,Shopping Ads Campaign 2024 #530,Search,2025-11-26,2026-01-28,86299.72,38734.82,2495399.0,220897.0,6774.0,3.07,8.85,0.18,1000.0,Active,"Parents, Gen Z 18-24",Stephanie Davis,Google Ads,,2025-11-04T00:00:00Z
531,Social Proof Campaign 2025 #531,Social Media,2025-11-05,2026-02-21,81726.44,30639.61,1816946.0,40466.0,1068.0,2.64,2.23,0.76,297.61,Active,"Mobile Users, Parents",Michael Chen,LinkedIn,,2025-10-26T00:00:00Z
532,Q3 Search Campaign 2024 #532,Search,2025-04-18,2025-06-01,61228.02,63831.57,3932452.0,129899.0,9526.0,7.33,3.3,0.49,1000.0,Completed,Cart Abandoners,Nicole Taylor,Google Ads,,2025-04-11T00:00:00Z
533,Trending Topic Campaign 2025 #533,Social Media,2025-10-22,2025-12-10,95187.1,94834.23,6036847.0,172197.0,3316.0,1.93,2.85,0.55,849.85,Completed,"First-Time Buyers, Holiday Shoppers",Amanda Lee,Meta Ads,Variant A,2025-09-26T00:00:00Z
534,Customer Win-Back Email 2024 #534,Email,2025-06-25,2025-08-13,3137.44,2803.94,303810.0,8800.0,530.0,6.02,2.9,0.32,1000.0,Completed,Returning Customers,Andrew Thompson,,Variant A,2025-05-26T00:00:00Z
535,Retargeting Display 2024 #535,Display,2025-09-05,2025-09-22,96693.78,94562.11,7118281.0,65035.0,894.0,1.37,0.91,1.45,57.51,Completed,Parents,Nicole Taylor,Meta Ads,,2025-08-15T00:00:00Z
536,High Intent Keywords 2023 #536,Search,2025-01-15,2025-02-24,19709.1,19015.35,1010692.0,74881.0,2157.0,2.88,7.41,0.25,533.3,Completed,"First-Time Buyers, Holiday Shoppers",Emily Rodriguez,Google Ads,,2024-12-17T00:00:00Z
537,Q1 Search Campaign 2025,Search,2025-07-17,2025-09-21,14785.8,12157.8,919245.0,42680.0,3063.0,7.18,4.64,0.28,1000.0,Completed,Social Followers,Andrew Thompson,Google Ads,,2025-06-25T00:00:00Z
538,Brand Awareness Drive 2025 #538,Social Media,2025-01-03,2025-02-21,94319.73,84666.71,10728184.0,170960.0,3411.0,2.0,1.59,0.5,1000.0,Completed,"Email Engaged, Frequent Buyers, Cart Abandoners",Jessica Martinez,TikTok,Variant A,2024-12-25T00:00:00Z
539,Flash Sale Alert 2024 #539,Email,2025-09-24,2025-12-12,5809.29,5167.49,509307.0,24398.0,771.0,3.16,4.79,0.21,1000.0,Completed,Homeowners,Jessica Martinez,,Variant B,2025-09-02T00:00:00Z
540,Memorial Day Search Push 2024,Search,2025-11-25,2026-03-23,30246.36,8375.02,486313.0,28992.0,1118.0,3.86,5.96,0.29,1000.0,Active,"First-Time Buyers, Gen Z 18-24",Nicole Taylor,Google Ads,,2025-11-01T00:00:00Z
541,Trending Topic Campaign 2025 #541,Social Media,2025-11-28,2026-03-18,4011.78,833.55,95361.0,1011.0,8.0,0.79,1.06,0.82,72.14,Active,First-Time Buyers,Stephanie Davis,Instagram,,2025-11-11T00:00:00Z
542,Q1 Search Campaign 2023,Search,2025-12-10,2026-01-26,14547.0,4250.39,547164.0,21896.0,1327.0,6.06,4.0,0.19,1000.0,Active,"Desktop Users, First-Time Buyers",Chris Anderson,Google Ads,,2025-11-14T00:00:00Z
543,Loyalty Rewards Email 2025 #543,Email,2025-10-27,2026-02-04,6718.28,3360.68,168445.0,12976.0,349.0,2.69,7.7,0.26,1000.0,Active,"Homeowners, Email Engaged, Social Followers",Brian Wilson,,,2025-10-02T00:00:00Z
544,Social Contest Campaign 2023 #544,Social Media,2025-01-21,2025-04-06,11382.84,9279.94,610754.0,9110.0,273.0,3.0,1.49,1.02,237.21,Completed,Budget Conscious,Sarah Johnson,Meta Ads,,2025-01-11T00:00:00Z
545,Fall Social Push 2024 #545,Social Media,2025-12-02,2026-03-20,18976.9,3819.62,275378.0,7791.0,229.0,2.94,2.83,0.49,975.08,Active,"Fashion Forward, Parents",Brian Wilson,Meta Ads,,2025-11-19T00:00:00Z
546,Customer Win-Back Email 2024 #546,Email,2024-12-20,2025-01-22,3185.78,3112.63,196291.0,8068.0,312.0,3.87,4.11,0.39,967.02,Completed,"Holiday Shoppers, Email Engaged",James Miller,,,2024-12-08T00:00:00Z
547,Memorial Day Email Blast 2024,Email,2024-12-12,2025-02-06,4528.41,4192.19,322545.0,12629.0,923.0,7.31,3.92,0.33,1000.0,Completed,"Mobile Users, Loyalty Members",Brian Wilson,,Variant A,2024-12-03T00:00:00Z
548,Product Showcase Social 2023 #548,Social Media,2025-09-10,2025-12-07,84738.54,85687.66,12341215.0,304154.0,4945.0,1.63,2.46,0.28,1000.0,Completed,"New Customers, High LTV Customers",Nicole Taylor,TikTok,,2025-08-27T00:00:00Z
549,Q3 Display Ads 2023,Display,2025-12-08,2026-01-23,12668.64,5035.42,327732.0,1921.0,50.0,2.6,0.59,2.62,,Paused,"Social Followers, Email Engaged",Sarah Johnson,Google Ads,,2025-11-24T00:00:00Z
550,Social Proof Campaign 2023 #550,Social Media,2026-02-21,2026-04-20,28661.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"Frequent Buyers, Loyalty Members, Weekend Browsers",Emily Rodriguez,TikTok,,2026-02-18T00:00:00Z
551,Influencer Partnership 2023 #551,Social Media,2026-03-15,2026-05-13,70225.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"Lapsed Customers, First-Time Buyers, Homeowners",James Miller,LinkedIn,,2026-02-23T00:00:00Z
552,Labor Day Banner Ads 2025,Display,2025-09-20,2025-11-14,32557.25,30472.89,5633387.0,43641.0,572.0,1.31,0.77,0.7,20.8,Completed,"Mobile Users, Email Engaged",Nicole Taylor,Google Ads,,2025-09-04T00:00:00Z
553,Brand Story Video 2025 #553,Video,2025-12-10,2026-03-17,90658.71,11444.47,865647.0,4367.0,98.0,2.24,0.5,2.62,122.75,Active,"Tech Enthusiasts, First-Time Buyers",Sarah Johnson,TikTok,,2025-11-14T00:00:00Z
554,Influencer Partnership 2024 #554,Social Media,2024-12-02,2024-12-26,47920.17,6983.46,434480.0,8441.0,341.0,4.04,1.94,0.83,,Cancelled,"Gen Z 18-24, First-Time Buyers",Amanda Lee,Meta Ads,,2024-11-06T00:00:00Z
555,Trending Topic Campaign 2025 #555,Social Media,2025-12-06,2026-01-24,59439.0,19182.43,1488066.0,11827.0,220.0,1.86,0.79,1.62,226.28,Active,Email Engaged,Andrew Thompson,Instagram,,2025-11-15T00:00:00Z
556,Competitor Conquest 2024 #556,Search,2025-02-21,2025-03-12,47489.73,8737.8,474300.0,32329.0,2609.0,8.07,6.82,0.27,,Cancelled,Returning Customers,Brian Wilson,Google Ads,,2025-01-29T00:00:00Z
557,Remarketing Search 2023 #557,Search,2025-08-05,2025-09-09,41683.12,38623.64,3918823.0,250948.0,7912.0,3.15,6.4,0.15,1000.0,Completed,"Mobile Users, Email Engaged",Emily Rodriguez,Google Ads,,2025-07-15T00:00:00Z
558,Programmatic Display 2023 #558,Display,2025-04-21,2025-06-09,73481.74,73968.75,4379832.0,37603.0,321.0,0.85,0.86,1.97,13.44,Completed,"Parents, Premium Shoppers",Kevin Brown,Google Ads,,2025-04-16T00:00:00Z
559,Valentine Social Campaign 2024 #559,Social Media,2025-10-29,2026-01-21,88775.67,51632.77,4748726.0,105020.0,1162.0,1.11,2.21,0.49,,Paused,"Newsletter Subscribers, First-Time Buyers, Budget Conscious",Stephanie Davis,Meta Ads,,2025-10-12T00:00:00Z
560,Local Search Campaign 2025 #560,Search,2025-04-13,2025-05-28,2597.63,2254.88,285402.0,11635.0,776.0,6.67,4.08,0.19,1000.0,Completed,Parents,Brian Wilson,Google Ads,,2025-04-02T00:00:00Z
561,Social Proof Campaign 2025 #561,Social Media,2025-10-24,2025-11-09,94888.17,89095.47,10016973.0,299366.0,3057.0,1.02,2.99,0.3,145.01,Completed,VIP Customers,Emily Rodriguez,LinkedIn,,2025-09-28T00:00:00Z
562,Spring Newsletter Campaign 2025,Email,2026-03-04,2026-06-01,5776.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,Mobile Users,David Kim,,,2026-02-20T00:00:00Z
563,Product Display Ads 2024 #563,Display,2025-03-06,2025-05-29,85678.69,89187.35,7805219.0,76178.0,421.0,0.55,0.98,1.17,28.66,Completed,"Social Followers, Parents, Budget Conscious",Brian Wilson,Google Ads,,2025-02-21T00:00:00Z
564,Brand Awareness Drive 2025 #564,Social Media,2025-12-17,2026-04-04,73863.26,5260.55,325875.0,2417.0,73.0,3.02,0.74,2.18,248.55,Active,"Parents, Budget Conscious",Rachel Green,Instagram,,2025-11-23T00:00:00Z
565,Community Engagement 2023 #565,Social Media,2025-11-15,2026-02-11,38123.63,18364.91,1145499.0,17282.0,416.0,2.41,1.51,1.06,,Paused,"Returning Customers, Loyalty Members, VIP Customers",Kevin Brown,TikTok,,2025-11-07T00:00:00Z
566,Abandoned Cart Recovery 2025 #566,Email,2026-01-07,2026-03-17,1339.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"Lapsed Customers, Desktop Users, Parents",Andrew Thompson,,,2026-01-01T00:00:00Z
567,Birthday SMS Special 2023,SMS,2025-11-17,2026-03-14,4191.74,1444.32,184183.0,26006.0,603.0,2.32,14.12,0.06,,Paused,Desktop Users,Jessica Martinez,,,2025-11-05T00:00:00Z
568,Programmatic Display 2024 #568,Display,2025-11-23,2026-03-16,51504.63,14655.95,2598781.0,18618.0,686.0,3.68,0.72,0.79,644.73,Active,Millennials 25-34,Laura Garcia,Google Ads,,2025-11-07T00:00:00Z
569,Trending Topic Campaign 2024 #569,Social Media,2025-11-29,2026-01-12,4581.35,2333.67,128919.0,3168.0,102.0,3.22,2.46,0.74,431.67,Active,Millennials 25-34,James Miller,LinkedIn,,2025-10-31T00:00:00Z
570,New Arrivals Newsletter 2023 #570,Email,2025-11-22,2026-02-17,1957.28,648.42,67868.0,3181.0,214.0,6.73,4.69,0.2,1000.0,Active,Social Followers,Kevin Brown,,,2025-11-05T00:00:00Z
571,Social Contest Campaign 2025 #571,Social Media,2025-12-06,2026-02-22,82362.16,18360.61,2599248.0,50915.0,1609.0,3.16,1.96,0.36,,Paused,Gen Z 18-24,Michael Chen,Meta Ads,Control,2025-11-06T00:00:00Z
572,Trending Topic Campaign 2023 #572,Social Media,2025-11-16,2026-01-03,96104.15,81872.35,5153947.0,37156.0,1750.0,4.71,0.72,2.2,115.48,Active,"Frequent Buyers, VIP Customers",Laura Garcia,TikTok,,2025-10-31T00:00:00Z
573,Spring Social Push 2023 #573,Social Media,2026-01-05,2026-04-05,79099.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"Lapsed Customers, Millennials 25-34, Social Followers",Nicole Taylor,TikTok,,2025-12-25T00:00:00Z
574,User Generated Content 2025 #574,Social Media,2025-02-01,2025-04-05,6301.57,6305.7,418754.0,3993.0,176.0,4.41,0.95,1.58,154.47,Completed,"Frequent Buyers, Budget Conscious, Homeowners",Laura Garcia,TikTok,,2025-01-12T00:00:00Z
575,Short Form Video 2023 #575,Video,2025-04-30,2025-06-26,64531.47,63943.91,6168163.0,152288.0,7464.0,4.9,2.47,0.42,1000.0,Completed,"Gen Z 18-24, New Customers, Lapsed Customers",Sarah Johnson,TikTok,,2025-04-10T00:00:00Z
576,New Arrivals Newsletter 2023 #576,Email,2025-11-13,2026-03-06,2297.99,865.06,104974.0,1126.0,60.0,5.33,1.07,0.77,,Paused,"VIP Customers, Weekend Browsers, Millennials 25-34",Andrew Thompson,,,2025-11-08T00:00:00Z
577,Brand Awareness Drive 2025 #577,Social Media,2025-09-12,2025-11-26,70980.3,59258.09,6880712.0,35041.0,1311.0,3.74,0.51,1.69,13.8,Completed,"Cart Abandoners, Frequent Buyers, VIP Customers",Rachel Green,TikTok,,2025-08-16T00:00:00Z
578,Native Advertising 2023 #578,Display,2025-12-02,2026-01-04,66613.03,39991.35,2751340.0,20822.0,165.0,0.79,0.76,1.92,-2.76,Active,First-Time Buyers,Amanda Lee,Meta Ads,Control,2025-11-05T00:00:00Z
579,Social Proof Campaign 2023 #579,Social Media,2026-02-10,2026-05-03,87695.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"Premium Shoppers, Tech Enthusiasts, Cart Abandoners",Emily Rodriguez,TikTok,,2026-01-27T00:00:00Z
580,Social Contest Campaign 2024 #580,Social Media,2024-12-13,2025-01-07,16249.6,15348.07,1061906.0,7899.0,139.0,1.76,0.74,1.94,24.97,Completed,"Newsletter Subscribers, Budget Conscious, Holiday Shoppers",Sarah Johnson,LinkedIn,Variant A,2024-11-19T00:00:00Z
581,Year End Video Push 2025,Video,2025-09-02,2025-11-24,63399.54,58839.62,3070325.0,63283.0,3046.0,4.81,2.06,0.93,616.85,Completed,Loyalty Members,Brian Wilson,Meta Ads,,2025-08-28T00:00:00Z
582,Social Proof Campaign 2024 #582,Social Media,2025-12-04,2026-03-22,13329.96,2637.35,164291.0,4462.0,80.0,1.79,2.72,0.59,186.95,Active,"Mobile Users, VIP Customers, Frequent Buyers",Sarah Johnson,Meta Ads,,2025-11-25T00:00:00Z
583,Social Proof Campaign 2023 #583,Social Media,2025-12-03,2026-02-12,61486.16,19498.1,1374684.0,33425.0,390.0,1.17,2.43,0.58,204.02,Active,Lapsed Customers,Emily Rodriguez,TikTok,Control,2025-11-14T00:00:00Z
584,Q4 Video Campaign 2025 #584,Video,2026-01-06,2026-02-09,65198.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"Lapsed Customers, Parents, Weekend Browsers",Nicole Taylor,Google Ads,,2025-12-26T00:00:00Z
585,Product Launch Announcement 2024 #585,Email,2025-08-19,2025-09-24,6909.32,5667.97,765113.0,15967.0,565.0,3.54,2.09,0.35,1000.0,Completed,High LTV Customers,James Miller,,,2025-08-16T00:00:00Z
586,Short Form Video 2024 #586,Video,2025-05-08,2025-05-31,77393.89,69028.23,5155675.0,94379.0,3929.0,4.16,1.83,0.73,837.63,Completed,Mobile Users,Kevin Brown,Google Ads,,2025-04-26T00:00:00Z
587,Shopping Ads Campaign 2025 #587,Search,2025-11-08,2026-01-24,53594.94,34516.35,5140297.0,281574.0,10863.0,3.86,5.48,0.12,1000.0,Active,"Lapsed Customers, Millennials 25-34",Emily Rodriguez,Google Ads,,2025-10-10T00:00:00Z
588,Cross-Network Display 2024 #588,Display,2025-11-27,2026-02-09,35146.9,11996.54,800286.0,1636.0,79.0,4.83,0.2,7.33,,Paused,"Weekend Browsers, Newsletter Subscribers",Kevin Brown,Google Ads,,2025-11-24T00:00:00Z
589,Community Engagement 2024 #589,Social Media,2025-10-12,2025-10-31,11879.25,79.04,4585.0,62.0,2.0,3.23,1.35,1.27,,Cancelled,Loyalty Members,James Miller,TikTok,,2025-10-05T00:00:00Z
590,Summer Newsletter Campaign 2023,Email,2025-03-24,2025-06-11,9354.35,7512.62,430398.0,18434.0,939.0,5.09,4.28,0.41,666.23,Completed,Parents,Emily Rodriguez,,,2025-03-06T00:00:00Z
591,Native Advertising 2025 #591,Display,2025-11-09,2026-02-22,28672.95,12091.7,1374960.0,1464.0,58.0,3.96,0.11,8.26,34.04,Active,"Mobile Users, Homeowners, Lapsed Customers",Emily Rodriguez,Google Ads,,2025-10-18T00:00:00Z
592,Local Search Campaign 2025 #592,Search,2025-12-04,2026-01-20,81327.4,33456.57,1901022.0,106957.0,6537.0,6.11,5.63,0.31,1000.0,Active,Budget Conscious,Michael Chen,Google Ads,Variant B,2025-11-08T00:00:00Z
593,Retargeting Display 2024 #593,Display,2025-11-02,2026-02-05,21823.53,11542.89,1092833.0,1604.0,72.0,4.49,0.15,7.2,32.42,Active,"Premium Shoppers, VIP Customers",Nicole Taylor,Google Ads,,2025-10-28T00:00:00Z
594,Summer Social Push 2023,Social Media,2025-06-23,2025-09-08,42177.49,37463.87,5170410.0,146303.0,2569.0,1.76,2.83,0.26,1000.0,Completed,VIP Customers,Sarah Johnson,Meta Ads,,2025-06-08T00:00:00Z
595,Audience Display Campaign 2025 #595,Display,2025-01-19,2025-02-12,96918.39,88569.24,4874501.0,6258.0,268.0,4.28,0.13,14.15,-27.65,Completed,Budget Conscious,Andrew Thompson,Google Ads,,2025-01-16T00:00:00Z
596,Black Friday SMS Deals 2023,SMS,2025-03-29,2025-04-23,5088.18,4329.99,258544.0,28922.0,2732.0,9.45,11.19,0.15,1000.0,Completed,"Premium Shoppers, Lapsed Customers, High LTV Customers",Brian Wilson,,,2025-03-16T00:00:00Z
597,Social Proof Campaign 2023 #597,Social Media,2025-08-23,2025-09-30,63444.99,58677.54,4582030.0,81086.0,1345.0,1.66,1.77,0.72,18.94,Completed,"New Customers, Desktop Users, Newsletter Subscribers",Brian Wilson,Instagram,,2025-08-01T00:00:00Z
598,Brand Keywords Campaign 2024 #598,Search,2025-10-17,2025-11-09,63910.2,56949.42,3247732.0,222262.0,10603.0,4.77,6.84,0.26,1000.0,Completed,"Mobile Users, Lapsed Customers, Loyalty Members",Sarah Johnson,Google Ads,Variant B,2025-10-08T00:00:00Z
599,Back to School Email Blast 2025 #599,Email,2026-01-22,2026-04-11,1176.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,Parents,Nicole Taylor,,,2025-12-24T00:00:00Z
600,Influencer Partnership 2024 #600,Social Media,2025-07-19,2025-08-25,44329.81,36594.38,2021257.0,40028.0,307.0,0.77,1.98,0.91,-31.4,Completed,Desktop Users,Andrew Thompson,Meta Ads,,2025-06-25T00:00:00Z
601,Birthday Special Campaign 2023 #601,Email,2025-05-19,2025-08-10,8659.34,7240.75,560244.0,27444.0,788.0,2.87,4.9,0.26,1000.0,Completed,"Frequent Buyers, Tech Enthusiasts",James Miller,,,2025-05-05T00:00:00Z
602,User Generated Content 2025 #602,Social Media,2025-05-31,2025-08-21,90246.93,74243.07,5843683.0,129252.0,4254.0,3.29,2.21,0.57,1000.0,Completed,"Email Engaged, Holiday Shoppers",Laura Garcia,Meta Ads,,2025-05-03T00:00:00Z
603,Social Contest Campaign 2025 #603,Social Media,2024-12-17,2025-03-11,82700.31,84273.62,4850419.0,130509.0,3105.0,2.38,2.69,0.65,966.67,Completed,"Millennials 25-34, Email Engaged, Lapsed Customers",Chris Anderson,Instagram,,2024-12-07T00:00:00Z
604,High Intent Keywords 2023 #604,Search,2025-05-09,2025-06-11,23226.39,22311.87,2769886.0,123460.0,3452.0,2.8,4.46,0.18,1000.0,Completed,Email Engaged,Michael Chen,Google Ads,,2025-04-24T00:00:00Z
605,Birthday Special Campaign 2025 #605,Email,2025-11-20,2026-01-06,3824.69,2841.19,277359.0,18987.0,326.0,1.72,6.85,0.15,955.73,Active,"New Customers, Premium Shoppers, Budget Conscious",Jessica Martinez,,,2025-11-10T00:00:00Z
606,Valentine Banner Ads 2023,Display,2025-01-04,2025-02-10,55935.02,52452.44,2893767.0,20898.0,786.0,3.76,0.72,2.51,172.59,Completed,"Homeowners, Premium Shoppers",Michael Chen,Google Ads,Variant A,2024-12-30T00:00:00Z
607,Winter Newsletter Campaign 2023 #607,Email,2025-03-23,2025-04-12,8325.52,118.66,7845.0,98.0,7.0,7.14,1.25,1.21,,Cancelled,"Desktop Users, Weekend Browsers",Michael Chen,,,2025-03-09T00:00:00Z
608,Product Showcase Social 2025 #608,Social Media,2025-11-16,2025-12-27,4990.0,5076.82,281310.0,4016.0,82.0,2.04,1.43,1.26,13.62,Active,"Gen Z 18-24, VIP Customers, First-Time Buyers",Stephanie Davis,Instagram,,2025-10-26T00:00:00Z
609,Influencer Partnership 2023 #609,Social Media,2026-01-20,2026-03-05,81694.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"Cart Abandoners, Desktop Users",Sarah Johnson,Meta Ads,Control,2026-01-13T00:00:00Z
610,Summer Search Campaign 2024,Search,2025-10-31,2026-02-14,94735.58,49474.82,2545873.0,131742.0,8902.0,6.76,5.17,0.38,,Paused,"First-Time Buyers, Premium Shoppers",Chris Anderson,Google Ads,,2025-10-12T00:00:00Z
611,Flash Sale Alert 2023 #611,Email,2025-05-09,2025-07-19,6306.88,5562.79,485156.0,37161.0,1165.0,3.14,7.66,0.15,1000.0,Completed,"Gen Z 18-24, Budget Conscious, Fashion Forward",Kevin Brown,,Variant A,2025-04-16T00:00:00Z
612,User Generated Content 2024 #612,Social Media,2026-02-08,2026-04-01,37606.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,Tech Enthusiasts,Stephanie Davis,TikTok,Variant A,2026-01-30T00:00:00Z
613,Labor Day Email Blast 2023,Email,2026-02-18,2026-03-24,7703.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,Newsletter Subscribers,Chris Anderson,,,2026-02-01T00:00:00Z
614,Trending Topic Campaign 2025 #614,Social Media,2025-11-08,2026-03-05,50773.4,18849.08,1703689.0,49764.0,355.0,0.71,2.92,0.38,328.38,Active,"Loyalty Members, Cart Abandoners",Emily Rodriguez,Meta Ads,,2025-11-04T00:00:00Z
615,Remarketing Search 2023 #615,Search,2026-03-01,2026-04-15,98551.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"Gen Z 18-24, Email Engaged",Kevin Brown,Google Ads,,2026-02-12T00:00:00Z
616,Programmatic Display 2025 #616,Display,2025-11-07,2026-02-17,80323.73,36394.36,2120163.0,15011.0,448.0,2.98,0.71,2.42,123.92,Active,"Gen Z 18-24, Budget Conscious, Loyalty Members",James Miller,Google Ads,,2025-10-22T00:00:00Z
617,Easter Social Campaign 2025,Social Media,2025-09-01,2025-11-16,89071.63,91486.04,7479098.0,187907.0,2521.0,1.34,2.51,0.49,59.04,Completed,Desktop Users,Sarah Johnson,Instagram,,2025-08-03T00:00:00Z
618,Product Demo Videos 2025 #618,Video,2026-03-23,2026-05-24,59545.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"Fashion Forward, Gen Z 18-24",Stephanie Davis,Meta Ads,,2026-03-02T00:00:00Z
619,Programmatic Display 2023 #619,Display,2025-04-17,2025-05-30,21186.18,19705.45,1615029.0,9516.0,156.0,1.64,0.59,2.07,79.57,Completed,"Frequent Buyers, Homeowners, Social Followers",James Miller,Meta Ads,,2025-03-23T00:00:00Z
620,Shopping Ads Campaign 2023 #620,Search,2025-04-21,2025-06-03,84668.32,67740.47,3834967.0,185603.0,7973.0,4.3,4.84,0.36,518.48,Completed,"Social Followers, Budget Conscious, Lapsed Customers",Michael Chen,Google Ads,,2025-03-31T00:00:00Z
621,Valentine Email Blast 2024 #621,Email,2025-11-27,2026-02-14,3708.98,1225.43,62234.0,3920.0,179.0,4.57,6.3,0.31,,Paused,"Frequent Buyers, Desktop Users, Homeowners",Emily Rodriguez,,Variant B,2025-11-22T00:00:00Z
622,Year End Direct Mail 2024,Direct Mail,2026-03-01,2026-03-24,8251.15,0.0,,,,,,,,Planned,"Cart Abandoners, Loyalty Members",Andrew Thompson,,,2026-02-09T00:00:00Z
623,Product Category Search 2025 #623,Search,2025-05-09,2025-07-14,97660.18,82852.19,9724674.0,767482.0,26403.0,3.44,7.89,0.11,1000.0,Completed,Tech Enthusiasts,Chris Anderson,Google Ads,,2025-04-11T00:00:00Z
624,Competitor Conquest 2025 #624,Search,2025-11-19,2026-02-01,38891.28,20329.66,1894296.0,61589.0,1360.0,2.21,3.25,0.33,,Paused,"Premium Shoppers, Millennials 25-34, High LTV Customers",Kevin Brown,Google Ads,Control,2025-10-20T00:00:00Z
625,Birthday Special Campaign 2024 #625,Email,2025-03-05,2025-04-22,3214.97,3354.13,347421.0,22994.0,417.0,1.81,6.62,0.15,1000.0,Completed,"Parents, VIP Customers, Cart Abandoners",Rachel Green,,,2025-02-05T00:00:00Z
626,Winter Social Push 2024,Social Media,2025-04-02,2025-04-15,23876.58,4597.93,418926.0,11684.0,272.0,2.33,2.79,0.39,,Cancelled,"Loyalty Members, Budget Conscious, Tech Enthusiasts",Emily Rodriguez,Instagram,,2025-03-09T00:00:00Z
627,Weekly Deals Newsletter 2023 #627,Email,2025-11-01,2026-01-08,8192.55,6171.34,687350.0,48881.0,3011.0,6.16,7.11,0.13,1000.0,Active,"Cart Abandoners, New Customers, Lapsed Customers",Chris Anderson,,,2025-10-23T00:00:00Z
628,Native Advertising 2025 #628,Display,2025-12-13,2026-03-23,79381.27,8788.3,490890.0,3494.0,104.0,2.98,0.71,2.52,173.75,Active,"Fashion Forward, Social Followers",Kevin Brown,Google Ads,,2025-11-23T00:00:00Z
629,Retargeting Display 2025 #629,Display,2025-12-11,2026-01-17,82559.16,32495.31,2910446.0,24950.0,627.0,2.51,0.86,1.3,2.55,Active,"New Customers, Newsletter Subscribers",Rachel Green,Meta Ads,,2025-11-19T00:00:00Z
630,Loyalty SMS Campaign 2023,SMS,2026-03-16,2026-05-16,1150.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"Email Engaged, VIP Customers",Jessica Martinez,,Variant A,2026-03-10T00:00:00Z
631,Fall Display Ads 2023,Display,2025-11-14,2026-03-09,3299.4,1168.69,153747.0,1049.0,34.0,3.24,0.68,1.11,372.99,Active,Frequent Buyers,James Miller,Google Ads,,2025-10-24T00:00:00Z
